Date Submitted,Workout Date,Activity Type,Calories Burned (kCal),Distance (mi),Workout Time (seconds),Avg Pace (min/mi),Max Pace,Avg Speed (mi/h),Max Speed,Avg Heart Rate,Steps,Notes,Source,Link
x,16-Sep-17,x,x,3.1,19.55,6.3,x,x,x,,x,,,http://www.mapmyrun.com/workout/2467538360
x,6-Oct-17,x,x,3.11,1198,6.416666667,x,x,x,,x,,,http://www.mapmyrun.com/workout/2508593210
x,14-Oct-17,x,x,3.09,1197,6.466666667,x,x,x,,x,,,http://www.mapmyrun.com/workout/2522643863
4-Mar-16,1-Mar-16,Run,616,6.04995,3722,10.2376,0,5.86077,0,,8867,,,http://www.mapmyrun.com/workout/1370794675
4-Mar-16,"Feb. 29, 2016",Run,468,4.16193,2426,9.71826,0,6.17394,0,,7054,,,http://www.mapmyrun.com/workout/1370794543
4-Mar-16,"Feb. 25, 2016",Run,493,4.68029,3065,10.9034,0,5.50286,0,,7091,,,http://www.mapmyrun.com/workout/1370794607
4-Mar-16,"Feb. 25, 2016",Run,112,1.07135,619,9.61376,0,6.24105,0,,1653,,,http://www.mapmyrun.com/workout/1370794499
"Feb. 25, 2016","Feb. 21, 2016",Run,898,8.08867,4958,10.1986,0,5.88314,0,,13200,,,http://www.mapmyrun.com/workout/1359878615
"Feb. 25, 2016","Feb. 18, 2016",Run,448,4.36145,1969,7.53438,0,7.96349,0,,5834,,,http://www.mapmyrun.com/workout/1359878247
"Feb. 25, 2016","Feb. 15, 2016",Run,427,4.10345,1925,7.81994,0,7.67269,0,,5895,,,http://www.mapmyrun.com/workout/1359878119
"Feb. 25, 2016","Feb. 14, 2016",Run,886,8.10555,4809,9.89756,0,6.0621,0,,12918,,,http://www.mapmyrun.com/workout/1359878437
"Feb. 11, 2016","Feb. 11, 2016",Run,454,4.27326,2007,7.81994,0,7.67269,0,,6074,,,http://www.mapmyrun.com/workout/1343592317
"Feb. 11, 2016","Feb. 7, 2016",Run,1433,13.0991,7813,9.93422,0,6.03973,0,,22338,,,http://www.mapmyrun.com/workout/1343592673
"Feb. 11, 2016","Feb. 4, 2016",Run,462,4.22164,2326,9.18575,0,6.53185,0,,6908,,,http://www.mapmyrun.com/workout/1343592441
"Feb. 2, 2016","Jan. 31, 2016",Run,997,8.99775,5402,10.0084,0,5.99499,0,,14907,,,http://www.mapmyrun.com/workout/1332919181
"Jan. 23, 2016","Jan. 23, 2016",Run,1388,13.1704,6204,7.84281,0,7.65032,0,,17878,,,http://www.mapmyrun.com/workout/1320035709
"Jan. 19, 2016","Jan. 17, 2016",Run,973,8.54623,6037,11.7642,0,5.10021,0,,15800,,,http://www.mapmyrun.com/workout/1315961143
"Jan. 19, 2016","Jan. 10, 2016",Run,1177,10.5557,7127,11.2699,0,5.32391,0,,18834,,,http://www.mapmyrun.com/workout/1315961495
"Jan. 5, 2016","Jan. 5, 2016",Run,582,5.50646,2831,8.56946,0,7.00161,0,,7946,,,http://www.mapmyrun.com/workout/1298963297
"Jan. 5, 2016","Jan. 3, 2016",Run,1157,10.2653,6295,10.2376,0,5.86077,0,,17434,,,http://www.mapmyrun.com/workout/1298963723
"Jan. 3, 2016","Dec. 27, 2015",Run,1229,11.5237,6902,9.97115,0,6.01736,0,,19027,,,http://www.mapmyrun.com/workout/1295874577
"Dec. 13, 2015","Dec. 10, 2015",Run,559,5.15312,2856,9.2491,0,6.48712,0,,8150,,,http://www.mapmyrun.com/workout/1277964653
"Dec. 9, 2015","Dec. 6, 2015",Run,1306,11.443,7303,10.6438,0,5.63708,0,,19378,,,http://www.mapmyrun.com/workout/1274471125
"Dec. 9, 2015","Dec. 3, 2015",Run,495,4.41069,2486,9.37846,0,6.39764,0,,7217,,,http://www.mapmyrun.com/workout/1274470893
"Dec. 2, 2015","Nov. 29, 2015",Run,1461,12.887,8619,11.1296,0,5.39102,0,,24240,,,http://www.mapmyrun.com/workout/1267744465
"Dec. 2, 2015","Nov. 22, 2015",Run,1331,11.8992,8237,11.5614,0,5.18969,0,,21378,,,http://www.mapmyrun.com/workout/1267744203
"Nov. 13, 2015","Nov. 13, 2015",Run,1535,13.4769,8760,10.8155,0,5.5476,0,,24277,,,http://www.mapmyrun.com/workout/1248471805
"Nov. 13, 2015","Nov. 10, 2015",Run,441,4.16198,2016,8.07904,0,7.42663,0,,6012,,,http://www.mapmyrun.com/workout/1248471135
"Nov. 13, 2015","Nov. 8, 2015",Run,1444,12.7021,8245,10.8155,0,5.5476,0,,22261,,,http://www.mapmyrun.com/workout/1248471471
"Nov. 8, 2015","Nov. 6, 2015",Run,514,4.54803,2762,10.1217,0,5.92788,0,,7403,,,http://www.mapmyrun.com/workout/1242271845
"Nov. 8, 2015","Nov. 6, 2015",Run,0,0.00205674,6,48.768,0,1.23031,0,,6,,,http://www.mapmyrun.com/workout/1242271347
"Nov. 8, 2015","Nov. 5, 2015",Run,658,6.00479,3336,9.2491,0,6.48712,0,,9623,,,http://www.mapmyrun.com/workout/1242272331
"Oct. 30, 2015","Oct. 30, 2015",Run,699,6.22952,3635,9.71826,0,6.17394,0,,10475,,,http://www.mapmyrun.com/workout/1231769661
"Oct. 30, 2015","Oct. 22, 2015",Run,425,3.80749,2328,10.1986,0,5.88314,0,,6375,,,http://www.mapmyrun.com/workout/1231722413
"Oct. 30, 2015","Oct. 21, 2015",Run,598,5.32633,2970,9.28111,0,6.46475,0,,8571,,,http://www.mapmyrun.com/workout/1231722817
"Oct. 30, 2015","Oct. 19, 2015",Run,466,4.25653,2426,9.51149,0,6.30816,0,,7053,,,http://www.mapmyrun.com/workout/1231722617
"Oct. 18, 2015","Oct. 16, 2015",Run,478,4.31833,2452,9.47788,0,6.33053,0,,7032,,,http://www.mapmyrun.com/workout/1216499099
"Oct. 18, 2015","Oct. 15, 2015",Run,1345,11.7713,7498,10.6017,0,5.65945,0,,20433,,,http://www.mapmyrun.com/workout/1216499627
"Oct. 18, 2015","Oct. 14, 2015",Run,446,4.00466,2334,9.71826,0,6.17394,0,,6787,,,http://www.mapmyrun.com/workout/1216498793
"Oct. 11, 2015","Oct. 11, 2015",Run,1607,13.1041,5987,7.61466513,0,7.87953232,0,,0,,,http://www.mapmyrun.com/workout/1207192289
"Oct. 9, 2015","Oct. 4, 2015",Run,1358,12.1377,8270,11.3654,0,5.27917,0,,20446,,,http://www.mapmyrun.com/workout/1204716145
"Oct. 9, 2015","Oct. 2, 2015",Run,446,4.05256,2317,9.54534,0,6.28579,0,,6689,,,http://www.mapmyrun.com/workout/1204715907
"Sept. 30, 2015","Sept. 29, 2015",Run,653,6.26592,3746,9.97115,0,6.01736,0,,9149,,,http://www.mapmyrun.com/workout/1192758661
"Sept. 30, 2015","Sept. 25, 2015",Run,454,4.28372,2063,8.03066,0,7.47137,0,,6158,,,http://www.mapmyrun.com/workout/1192758207
"Sept. 30, 2015","Sept. 24, 2015",Run,460,4.31571,2165,8.35589,0,7.18057,0,,6420,,,http://www.mapmyrun.com/workout/1192758483
"Sept. 12, 2015","Sept. 12, 2015",Run,1346,11.9293,7341,10.2376,0,5.86077,0,,19828,,,http://www.mapmyrun.com/workout/1165310049
"Sept. 12, 2015","Sept. 10, 2015",Run,455,4.15003,2284,9.18575,0,6.53185,0,,6412,,,http://www.mapmyrun.com/workout/1165309695
"Sept. 7, 2015","Sept. 7, 2015",Run,1369,13.1179,5827,7.4095,0,8.09771,0,,17831,,,http://www.mapmyrun.com/workout/1157741835
"Sept. 6, 2015","Sept. 4, 2015",Run,483,4.20397,2577,10.1986,0,5.88314,0,,7102,,,http://www.mapmyrun.com/workout/1156187567
"Sept. 6, 2015","Sept. 2, 2015",Run,452,4.14115,2175,8.76549,0,6.84503,0,,6500,,,http://www.mapmyrun.com/workout/1156187335
"Sept. 6, 2015","Aug. 30, 2015",Run,1352,12.0074,7248,10.0458,0,5.97262,0,,19250,,,http://www.mapmyrun.com/workout/1156187897
"Sept. 6, 2015","Aug. 28, 2015",Run,454,4.25972,2043,7.98286,0,7.51611,0,,6147,,,http://www.mapmyrun.com/workout/1156186863
"Sept. 6, 2015","Aug. 27, 2015",Run,447,4.20438,2068,8.20257,0,7.31478,0,,6284,,,http://www.mapmyrun.com/workout/1156187065
"Aug. 23, 2015","Aug. 23, 2015",Run,1323,11.8675,7413,10.3963,0,5.7713,0,,20022,,,http://www.mapmyrun.com/workout/1134821737
"Aug. 21, 2015","Aug. 21, 2015",Run,303,2.79326,2440,14.5774,0,4.11596,0,,4602,,,http://www.mapmyrun.com/workout/1131765875
"Aug. 21, 2015","Aug. 21, 2015",Indoor Run / Jog,169,1.85177,3381,30.48,0,1.9685,0,134,3745,,,http://www.mapmyrun.com/workout/1131765163
"Aug. 21, 2015","Aug. 19, 2015",Run,436,4.23822,1943,7.64171,0,7.85165,0,,5664,,,http://www.mapmyrun.com/workout/1131765463
"Aug. 18, 2015","Aug. 18, 2015",Run,671,6.53187,3736,9.54534,0,6.28579,0,,9206,,,http://www.mapmyrun.com/workout/1127270293
"Aug. 16, 2015","Aug. 16, 2015",Run,1289,12.0052,6175,8.56946,0,7.00161,0,156,17631,,,http://www.mapmyrun.com/workout/1124062515
"Aug. 16, 2015","Aug. 16, 2015",Run,186,1.75885,2619,24.8356,0,2.41589,0,,4282,,,http://www.mapmyrun.com/workout/1124062071
"Aug. 14, 2015","Aug. 14, 2015",Run,538,4.54186,2180,7.99952,5.83603,7.50045,10.281,,10197,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/1121098027
"Aug. 12, 2015","Aug. 12, 2015",Run,495,4.14,2198,8.85,0,6.78,0,,0,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/1118222345
"Aug. 12, 2015","Aug. 9, 2015",Run,1437,12,8013,11.1296,7.47559,5.39102,8.02613,,26943,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/1118222127
"Aug. 2, 2015",31-Jul-15,Run,503,4.41068,2752,10.3963,8.15518,5.7713,7.35728,,9903,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/1101807737
29-Jul-15,28-Jul-15,Run,713,5.97678,3468,9.66921,5.94732,6.20526,10.0886,,13419,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/1094917381
29-Jul-15,26-Jul-15,Run,1403,11.7361,7121,10.114,0.533174,5.93235,112.534,,26350,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/1094917237
29-Jul-15,24-Jul-15,Run,591,4.93177,2614,8.83478,5.64563,6.79134,10.6277,,11073,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/1094917093
29-Jul-15,19-Jul-15,Run,1409,11.7499,7251,10.2847,1.07315,5.83393,55.91,,26381,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/1094916759
29-Jul-15,14-Jul-15,Run,524,4.34279,2388,9.16378,3.2165,6.54751,18.6538,,9750,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/1094916519
10-Jul-15,10-Jul-15,Run,530,4.39091,2308,8.76263,1.59534,6.84726,37.6096,,9859,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/1067312137
21-Jun-15,21-Jun-15,Run,1791,15.0422,8967,9.93422,3.41339,6.03973,17.5778,,33773,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/1039429865
14-Jun-15,13-Jun-15,Run,1539,12.53,5660,7.53,4.00155,7.97,14.9942,,0,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/1029170451
7-Jun-15,7-Jun-15,Run,1429,11.94,6421,8.96,5.6695,6.69,10.5829,,0,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/1019094457
4-Jun-15,4-Jun-15,Run,529,4.41,2425,9.16,7.10151,6.55,8.44891,,0,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/1014989241
4-Jun-15,3-Jun-15,Run,530,4.46688,2147,7.97448,6.33052,7.524,9.4779,,10029,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/1014989209
2-Jun-15,2-Jun-15,Run,507,4.26515,2026,7.79042,5.92891,7.70177,10.1199,,9576,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/1011723393
2-Jun-15,31-May-15,Run,1440,11.95,6791,9.47,5.66471,6.33,10.5919,,0,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/1010923431
28-May-15,27-May-15,Run,325,4.33,2005,7.72,0,7.77,0,,0,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/1005046695
26-May-15,26-May-15,Run,518,4.3346,2017,7.65153,4.34441,7.84156,13.8108,,9732,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/1002050371
26-May-15,24-May-15,Run,1381,11.6018,6774,9.61086,6.85294,6.24294,8.75537,,26048,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/1002050361
24-May-15,22-May-15,Run,496,4.20001,2252,8.89455,5.19713,6.7457,11.5448,,9430,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/998775521
24-May-15,21-May-15,Run,505,4.23885,2252,8.72499,7.13931,6.8768,8.40417,,9517,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/998775513
19-May-15,19-May-15,Run,647,5.45279,2710,8.14886,6.20602,7.363,9.66804,,12243,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/992529409
17-May-15,17-May-15,Run,1417,11.55,7221,10.42,5.1032,5.76,11.7573,,0,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/989486763
17-May-15,13-May-15,Run,0,0,1885,0,0,0,0,,,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/989486719
17-May-15,12-May-15,Run,494,4.15997,2232,8.47075,0.770936,7.0832,77.8275,,9340,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/989486721
17-May-15,11-May-15,Run,515,4.29097,2277,8.67668,4.76843,6.91509,12.5828,,9634,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/989486713
9-May-15,9-May-15,Run,758,8.16,2081,4.25,3.43481,14.12,17.4682,,0,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/978480453
9-May-15,9-May-15,Run,959,8,4378,9.12,3.06857,6.58,19.5531,,0,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/978480441
9-May-15,7-May-15,Run,514,4.37406,2046,7.45201,1.1377,8.05152,52.738,,9821,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/978480413
6-May-15,5-May-15,Run,996,8.31813,3881,7.73936,6.99046,7.75258,8.58312,,18676,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/974296417
6-May-15,4-May-15,Run,423,3.56017,1996,9.25484,5.47173,6.48309,10.9655,,7993,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/974296429
3-May-15,3-May-15,Run,484,3.99,1992,8.32,2.76263,7.21,21.7184,,0,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/969978177
30-Apr-15,30-Apr-15,Run,454,3.74,1771,7.89,1.99364,7.6,30.0957,,0,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/965709539
29-Apr-15,29-Apr-15,Run,513,4.28,1975,7.69,4.23869,7.8,14.1553,,0,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/964518949
28-Apr-15,28-Apr-15,Run,523,4.39443,1830,6.940604356,0,8.644780328,0,,0,,,http://www.mapmyrun.com/workout/962854589
26-Apr-15,26-Apr-15,Run,1416,11.96,6536,9.11,1.87727,6.59,31.9613,,0,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/959914387
25-Apr-15,25-Apr-15,Run,522,4.39521,2326,8.74357,6.51979,6.86218,9.20276,,9868,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/958410215
25-Apr-15,24-Apr-15,Run,625,5.26757,2728,8.54136,6.71736,7.02464,8.93209,,11827,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/958410213
22-Apr-15,22-Apr-15,Run,509,4.17,1950,7.79,0.658914,7.7,91.059,,0,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/954839987
22-Apr-15,21-Apr-15,Run,706,5.92,3423,9.64,2.05899,6.23,29.1406,,0,,,http://www.mapmyrun.com/workout/954907467
19-Apr-15,19-Apr-15,Run,1425,11.9756,6758,9.1637,6.50555,6.54757,9.22289,,26888,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/950468251
19-Apr-15,16-Apr-15,Run,496,4.14948,1996,7.90522,5.64563,7.58992,10.6277,,9316,,Garmin GARMIN FR10,http://www.mapmyrun.com/workout/950468247
15-Apr-15,15-Apr-15,Run,531,4.36,1924,7.35,0,8.16,0,,0,,,http://www.mapmyrun.com/workout/944510015
14-Apr-15,14-Apr-15,Run,706,5.92,3423,9.64,2.05899,6.23,29.1406,,0,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/943455537
14-Apr-15,13-Apr-15,Run,351,2.89762,1408,7.76305,2.55549,7.72892,23.4789,,6506,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/943455573
14-Apr-15,13-Apr-15,Run,150,1.28542,677,8.72268,7.30259,6.87862,8.21627,,2886,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/943455553
12-Apr-15,12-Apr-15,Run,1300,11.0024,6260,9.24879,5.92237,6.48733,10.1311,,24703,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/940522995
10-Apr-15,10-Apr-15,Run,496,4.17171,1832,7.25841,5.85642,8.26627,10.2452,,9366,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/937704249
9-Apr-15,9-Apr-15,Walk,0,0.75,0,0,0,0,0,,0,,,http://www.mapmyrun.com/workout/936639909
10-Apr-15,8-Apr-15,Run,530,4.4935,2032,7.21847,0.930267,8.31201,64.4976,,10089,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/937704253
7-Apr-15,7-Apr-15,Run,742,6.27,3629,9.65,5.25106,6.22,11.4263,,0,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/934011189
7-Apr-15,6-Apr-15,Run,840,7.0761,3710,8.66575,6.82851,6.92381,8.78669,,15887,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/934011213
5-Apr-15,5-Apr-15,Run,779,6.51963,3228,8.10961,6.16324,7.39863,9.73515,,14638,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/931223117
4-Apr-15,4-Apr-15,Run,892,7.29,3360,7.68,0,7.81,0,,0,,,http://www.mapmyrun.com/workout/929404749
5-Apr-15,1-Apr-15,Run,515,4.31892,2100,7.94728,5.87052,7.54975,10.2206,,9697,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/931223129
5-Apr-15,31-Mar-15,Run,525,4.40481,2063,7.19051,2.57117,8.34433,23.3357,,9890,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/931223143
5-Apr-15,30-Mar-15,Run,537,4.46653,2021,7.33768,4.48385,8.17697,13.3814,,10028,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/931223145
29-Mar-15,29-Mar-15,Run,1152,9.68208,5470,9.41467,2.43001,6.37303,24.6913,,21738,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/922376035
29-Mar-15,27-Mar-15,Run,528,4.47769,2042,7.60272,5.26342,7.89191,11.3994,,10053,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/922376061
29-Mar-15,26-Mar-15,Run,507,4.24871,1945,7.63084,4.79399,7.86283,12.5157,,9539,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/922376073
29-Mar-15,25-Mar-15,Run,386,3.24131,1434,7.37082,5.11098,8.14021,11.7394,,7277,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/922376085
24-Mar-15,24-Mar-15,Run,534,4.34,2521,9.68,4.69169,6.2,12.7886,,0,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/916990299
24-Mar-15,23-Mar-15,Run,515,4.33996,1888,7.2493,4.58738,8.27666,13.0794,,9744,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/916990315
24-Mar-15,21-Mar-15,Run,586,4.89924,2432,8.27341,5.5985,7.25215,10.7172,,11000,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/916990333
24-Mar-15,20-Mar-15,Run,527,4.45164,2062,7.7209,4.33458,7.77112,13.8422,,9995,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/916990353
13-Mar-15,13-Mar-15,Run,492,4.15187,1867,7.49438,5.26549,8.00599,11.395,,9322,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/903537665
13-Mar-15,12-Mar-15,Run,534,4.49203,2034,7.54923,4.93967,7.94783,12.1466,,10086,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/903537677
13-Mar-15,10-Mar-15,Run,522,4.33748,1920,7.3769,5.30192,8.1335,11.3167,,9739,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/903537687
7-Mar-15,7-Mar-15,Run,1594,13.03,6028,7.71,5.812,7.78,10.3235,,0,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/895720195
1-Mar-15,1-Mar-15,Run,1461,12.2124,7372,10.0609,4.60629,5.96367,13.0257,,27420,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/890049761
1-Mar-15,"Feb. 22, 2015",Run,1225,10.3478,6159,9.91953,0.590386,6.04868,101.628,,23233,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/890049781
1-Mar-15,"Feb. 21, 2015",Run,483,4.08402,2380,9.71122,6.24358,6.17842,9.60988,,9170,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/890049797
"Feb. 16, 2015","Feb. 15, 2015",Run,1368,11.3717,6565,9.62066,1.57159,6.23658,38.1778,,25532,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/877427851
"Feb. 16, 2015","Feb. 12, 2015",Run,503,4.26929,2267,8.84936,5.79818,6.78015,10.3481,,9585,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/877427877
"Feb. 16, 2015","Feb. 8, 2015",Run,1250,10.5173,6546,10.3722,3.15372,5.78472,19.0251,,23614,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/877427901
"Feb. 16, 2015","Feb. 6, 2015",Run,545,4.56689,2391,8.72841,6.30967,6.87411,9.50922,,10254,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/877427913
"Feb. 16, 2015","Feb. 1, 2015",Run,1558,13.1014,7868,10.0084,3.85545,5.99499,15.5624,,29416,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/877427929
"Feb. 16, 2015","Jan. 31, 2015",Run,510,4.30023,2225,8.62457,5.75959,6.95687,10.4174,,9655,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/877427945
"Jan. 24, 2015","Jan. 24, 2015",Run,1594,13.3497,6275,7.83364,5.68392,7.65927,10.5561,,29973,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/854103369
"Jan. 19, 2015","Jan. 18, 2015",Run,1406,11.7893,6913,9.77493,6.71567,6.13815,8.93432,,26469,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/848157953
"Jan. 17, 2015","Jan. 14, 2015",Run,547,4.55398,2365,8.65518,5.39903,6.93227,11.1131,,10225,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/846312691
"Jan. 17, 2015","Jan. 10, 2015",Run,1199,10.9994,7938,12.028,0.508626,4.98837,117.965,,24696,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/846312719
"Jan. 17, 2015","Jan. 7, 2015",Run,633,5.27952,2717,8.57768,3.42954,6.9949,17.4951,,11854,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/846312751
"Jan. 17, 2015","Jan. 6, 2015",Run,634,5.32227,2729,8.54489,5.96849,7.02174,10.0528,,11950,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/846312775
"Jan. 17, 2015","Jan. 4, 2015",Run,1185,10.002,6023,10.0383,5.56481,5.97709,10.782,,22457,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/846312805
"Jan. 17, 2015","Jan. 1, 2015",Run,604,5.00716,2494,8.30158,5.49302,7.22754,10.923,,11242,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/846312823
"Jan. 17, 2015","Dec. 31, 2014",Run,626,5.24523,2452,7.79268,5.946,7.69953,10.0908,,11777,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/846312851
"Jan. 17, 2015","Dec. 30, 2014",Run,381,3.18675,1456,7.61135,6.12104,7.88296,9.80225,,7155,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/846312865
"Dec. 29, 2014","Dec. 28, 2014",Run,598,5.00672,2391,7.95917,5.11,7.53848,11.7417,,,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/828421227
"Dec. 29, 2014","Dec. 27, 2014",Run,693,5.81625,2793,8.0043,5.84493,7.49597,10.2653,,,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/828421247
"Dec. 26, 2014","Dec. 26, 2014",Run,598,4.99984,2561,8.53945,5.87824,7.02622,10.2071,,,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/825965381
"Dec. 26, 2014","Dec. 25, 2014",Run,615,5.12048,2671,8.69446,3.28263,6.90095,18.278,,,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/825965389
"Dec. 26, 2014","Dec. 23, 2014",Run,618,5.17022,3055,9.8467,5.09641,6.09341,11.773,,,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/825965403
"Dec. 21, 2014","Dec. 21, 2014",Run,1010,8.46124,4586,9.03111,4.56785,6.6437,13.1353,,,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/822855763
"Dec. 21, 2014","Dec. 14, 2014",Run,667,5.60162,3188,9.48458,3.06332,6.32606,19.5866,,,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/822855771
"Dec. 21, 2014","Dec. 11, 2014",Run,610,5.08108,2835,9.30042,3.32413,6.45132,18.0498,,,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/822855783
"Dec. 21, 2014","Dec. 7, 2014",Run,859,7.16353,4338,10.0912,2.74482,5.94578,21.8593,,,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/822855791
"Dec. 21, 2014","Nov. 21, 2014",Run,592,4.9361,3001,10.1331,7.11281,5.92117,8.43549,,,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/822855795
"Dec. 21, 2014","Nov. 16, 2014",Run,729,6.06144,3822,10.5103,3.06122,5.70866,19.6,,,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/822855805
"Nov. 8, 2014","Nov. 8, 2014",Run,968,8.17678,4382,8.93187,4.29846,6.71752,13.9585,,,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/789785237
"Nov. 2, 2014","Nov. 2, 2014",Run,618,5.2207,3023,9.65182,5.51788,6.21645,10.8737,,,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/784150905
"Oct. 22, 2014","Oct. 22, 2014",Run,782,6.54775,3416,8.69446,5.70447,6.90095,10.5181,,,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/773764549
"Oct. 22, 2014","Oct. 19, 2014",Run,1008,8.5179,4391,8.59142,5.71054,6.98372,10.5069,,,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/773764555
"Oct. 22, 2014","Oct. 14, 2014",Run,647,5.44856,2855,8.73409,5.42524,6.86963,11.0594,,,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/773764571
"Oct. 22, 2014","Oct. 12, 2014",Run,960,8.00055,4457,9.28432,1.40006,6.46251,42.8552,,,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/773764577
"Oct. 12, 2014","Oct. 10, 2014",Run,598,5.05244,2779,9.16692,6.37112,6.54528,9.4175,,,,Garmin Forerunner 10,http://www.mapmyrun.com/workout/763388865
